user_id,touch_date,channel,campaign_id,session_id,utm_source
U1133,2025-02-16,LinkedIn,L001,S19496,LinkedIn
U1133,2025-02-17,TikTok,T001,S98199,TikTok
U1134,2025-02-27,TikTok,T001,S65147,TikTok
U1134,2025-02-28,Google Ads,G001,S72946,Google Ads
U1134,2025-03-01,TikTok,T001,S78056,TikTok
U1135,2025-01-21,TikTok,T001,S89578,TikTok
U1135,2025-01-22,LinkedIn,L001,S77695,LinkedIn
U1135,2025-01-23,Google Ads,G001,S57701,Google Ads
U1136,2025-02-27,Facebook,F002,S23944,Facebook
U1136,2025-02-28,Facebook,F001,S46751,Facebook
U1136,2025-03-01,LinkedIn,L001,S64341,LinkedIn
U1137,2025-02-27,TikTok,T001,S28313,TikTok
U1137,2025-02-28,TikTok,T001,S33705,TikTok
U1137,2025-03-01,Google Ads,G002,S12023,Google Ads
U1137,2025-03-02,LinkedIn,L001,S74429,
U1137,2025-03-03,TikTok,T001,S47804,TikTok
U1138,2025-01-17,LinkedIn,L001,S46060,LinkedIn
U1138,2025-01-18,Facebook,F001,S33225,
U1138,2025-01-19,LinkedIn,L001,S46727,LinkedIn
U1138,2025-01-20,Facebook,F002,S24226,Facebook
U1138,2025-01-21,LinkedIn,L001,S78926,
U1139,2025-01-22,TikTok,T001,S76077,TikTok
U1139,2025-01-23,Facebook,F002,S20258,Facebook
U1139,2025-01-24,TikTok,T001,S15469,TikTok
U1140,2025-02-24,Google Ads,G002,S60288,Google Ads
U1140,2025-02-25,LinkedIn,L001,S85054,LinkedIn
U1140,2025-02-26,LinkedIn,L001,S31621,LinkedIn
U1140,2025-02-27,Google Ads,G001,S44051,Google Ads
U1141,2025-02-16,LinkedIn,L001,S40254,LinkedIn
U1141,2025-02-17,Facebook,F002,S24472,Facebook
U1141,2025-02-18,Facebook,F002,S18329,Facebook
U1141,2025-02-19,Facebook,F001,S16397,
U1141,2025-02-20,Facebook,F001,S93820,Facebook
U1142,2025-01-19,Facebook,F001,S91906,Facebook
U1142,2025-01-20,Google Ads,G001,S52963,Google Ads
U1142,2025-01-21,Google Ads,G001,S36201,Google Ads
U1142,2025-01-22,TikTok,T001,S66614,
U1143,2025-02-04,Google Ads,G002,S52821,Google Ads
U1143,2025-02-05,Google Ads,G002,S17531,Google Ads
U1143,2025-02-06,TikTok,T001,S77155,TikTok
U1144,2025-02-05,Google Ads,G002,S47481,Google Ads
U1144,2025-02-06,Facebook,F002,S10162,Facebook
U1144,2025-02-07,LinkedIn,L001,S27015,LinkedIn
U1144,2025-02-08,Facebook,F002,S19833,Facebook
U1144,2025-02-09,Google Ads,G001,S51800,Google Ads
U1145,2025-02-25,LinkedIn,L001,S28681,
U1145,2025-02-26,LinkedIn,L001,S57299,LinkedIn
U1146,2025-02-02,LinkedIn,L001,S24289,LinkedIn
U1146,2025-02-03,TikTok,T001,S76707,TikTok
U1146,2025-02-04,TikTok,T001,S75428,TikTok
U1147,2025-01-26,TikTok,T001,S32669,TikTok
U1147,2025-01-27,Google Ads,G001,S38228,Google Ads
U1147,2025-01-28,LinkedIn,L001,S36928,LinkedIn
U1148,2025-01-12,Google Ads,G001,S17345,Google Ads
U1148,2025-01-13,Google Ads,G002,S25352,Google Ads
U1148,2025-01-14,LinkedIn,L001,S12336,LinkedIn
U1148,2025-01-15,Google Ads,G002,S17521,Google Ads
U1149,2025-02-27,LinkedIn,L001,S54629,
U1149,2025-02-28,Google Ads,G001,S60669,Google Ads
U1149,2025-03-01,Facebook,F002,S23140,Facebook
U1149,2025-03-02,Google Ads,G002,S78673,Google Ads
U1149,2025-03-03,Facebook,F002,S88258,Facebook
U1150,2025-02-08,Facebook,F002,S40651,
U1150,2025-02-09,LinkedIn,L001,S77263,LinkedIn
U1151,2025-03-04,Google Ads,G002,S28708,Google Ads
U1151,2025-03-05,TikTok,T001,S19283,TikTok
U1151,2025-03-06,Facebook,F002,S82055,Facebook
U1151,2025-03-07,TikTok,T001,S28133,TikTok
U1152,2025-01-14,LinkedIn,L001,S16823,LinkedIn
U1152,2025-01-15,Facebook,F002,S39118,Facebook
U1152,2025-01-16,Facebook,F001,S30354,Facebook
U1152,2025-01-17,TikTok,T001,S60729,TikTok
U1152,2025-01-18,TikTok,T001,S74166,TikTok
U1153,2025-01-23,Google Ads,G001,S42658,Google Ads
U1153,2025-01-24,Google Ads,G001,S81947,Google Ads
U1153,2025-01-25,Facebook,F002,S43243,Facebook
U1153,2025-01-26,Google Ads,G002,S17239,Google Ads
U1153,2025-01-27,LinkedIn,L001,S50846,LinkedIn
U1154,2025-02-11,TikTok,T001,S87067,TikTok
U1154,2025-02-12,Facebook,F001,S21116,Facebook
U1154,2025-02-13,LinkedIn,L001,S11898,LinkedIn
U1154,2025-02-14,TikTok,T001,S95120,TikTok
U1154,2025-02-15,LinkedIn,L001,S43380,LinkedIn
U1155,2025-02-17,LinkedIn,L001,S49901,LinkedIn
U1155,2025-02-18,Facebook,F002,S12591,Facebook
U1155,2025-02-19,Google Ads,G002,S64400,Google Ads
U1155,2025-02-20,LinkedIn,L001,S62756,LinkedIn
U1155,2025-02-21,Facebook,F001,S43691,Facebook
U1156,2025-02-28,LinkedIn,L001,S18004,LinkedIn
U1156,2025-03-01,Google Ads,G001,S34217,Google Ads
U1156,2025-03-02,Facebook,F002,S25036,Facebook
U1157,2025-01-09,TikTok,T001,S10645,TikTok
U1157,2025-01-10,LinkedIn,L001,S40090,LinkedIn
U1157,2025-01-11,Facebook,F001,S28888,Facebook
U1157,2025-01-12,Google Ads,G002,S19346,Google Ads
U1157,2025-01-13,TikTok,T001,S79615,TikTok
U1158,2025-01-28,TikTok,T001,S35556,TikTok
U1158,2025-01-29,LinkedIn,L001,S55096,LinkedIn
U1159,2025-02-16,Facebook,F002,S94246,Facebook
U1159,2025-02-17,TikTok,T001,S16416,TikTok
U1159,2025-02-18,Google Ads,G002,S50718,Google Ads
U1159,2025-02-19,LinkedIn,L001,S68067,LinkedIn
U1160,2025-01-16,Facebook,F002,S20487,Facebook
U1160,2025-01-17,TikTok,T001,S86229,TikTok
U1161,2025-01-20,TikTok,T001,S46598,TikTok
U1161,2025-01-21,LinkedIn,L001,S85330,
U1162,2025-02-27,Google Ads,G001,S81906,Google Ads
U1162,2025-02-28,Google Ads,G001,S18179,Google Ads
U1162,2025-03-01,Facebook,F002,S63798,Facebook
U1162,2025-03-02,Google Ads,G001,S66526,
U1162,2025-03-03,Facebook,F001,S82954,Facebook
U1163,2025-01-23,LinkedIn,L001,S25223,LinkedIn
U1163,2025-01-24,Facebook,F002,S96516,Facebook
U1163,2025-01-25,TikTok,T001,S56738,TikTok
U1163,2025-01-26,Facebook,F001,S18787,Facebook
U1164,2025-01-25,TikTok,T001,S79785,TikTok
U1164,2025-01-26,Facebook,F001,S79624,Facebook
U1165,2025-02-20,LinkedIn,L001,S34264,LinkedIn
U1165,2025-02-21,TikTok,T001,S58454,
U1165,2025-02-22,Facebook,F001,S23947,Facebook
U1165,2025-02-23,LinkedIn,L001,S88610,LinkedIn
U1166,2025-01-14,TikTok,T001,S89676,TikTok
U1166,2025-01-15,TikTok,T001,S59437,TikTok
U1166,2025-01-16,Google Ads,G002,S74307,Google Ads
U1166,2025-01-17,Google Ads,G002,S21240,Google Ads
U1167,2025-03-19,Facebook,F001,S18259,
U1167,2025-03-20,TikTok,T001,S91768,TikTok
U1167,2025-03-21,Google Ads,G002,S73095,Google Ads
U1167,2025-03-22,LinkedIn,L001,S33567,LinkedIn
U1168,2025-03-03,Google Ads,G002,S64306,
U1168,2025-03-04,LinkedIn,L001,S68929,LinkedIn
U1169,2025-01-21,Google Ads,G002,S52946,Google Ads
U1169,2025-01-22,TikTok,T001,S77580,TikTok
U1170,2025-03-02,Google Ads,G002,S96497,Google Ads
U1170,2025-03-03,TikTok,T001,S99388,TikTok
U1171,2025-02-16,TikTok,T001,S81853,TikTok
U1171,2025-02-17,LinkedIn,L001,S36649,LinkedIn
U1171,2025-02-18,TikTok,T001,S24567,TikTok
U1171,2025-02-19,Google Ads,G001,S71944,Google Ads
U1172,2025-02-20,TikTok,T001,S53355,TikTok
U1172,2025-02-21,TikTok,T001,S40795,TikTok
U1173,2025-03-08,Facebook,F002,S27569,Facebook
U1173,2025-03-09,LinkedIn,L001,S52752,LinkedIn
U1174,2025-02-07,Facebook,F002,S36512,Facebook
U1174,2025-02-08,Google Ads,G002,S14378,Google Ads
U1174,2025-02-09,TikTok,T001,S39033,TikTok
U1174,2025-02-10,Google Ads,G001,S78336,Google Ads
U1174,2025-02-11,LinkedIn,L001,S15410,LinkedIn
U1175,2025-02-25,Google Ads,G001,S53056,Google Ads
U1175,2025-02-26,Facebook,F001,S47418,Facebook
U1175,2025-02-27,TikTok,T001,S26724,TikTok
U1175,2025-02-28,Google Ads,G001,S41337,Google Ads
U1175,2025-03-01,LinkedIn,L001,S98296,
U1176,2025-02-06,Google Ads,G001,S69156,Google Ads
U1176,2025-02-07,LinkedIn,L001,S59334,LinkedIn
U1177,2025-02-08,Google Ads,G002,S91554,Google Ads
U1177,2025-02-09,LinkedIn,L001,S62781,LinkedIn
U1178,2025-01-01,TikTok,T001,S54363,TikTok
U1178,2025-01-02,TikTok,T001,S65284,TikTok
U1179,2025-01-12,Google Ads,G002,S74089,Google Ads
U1179,2025-01-13,LinkedIn,L001,S91348,LinkedIn
U1180,2025-01-25,LinkedIn,L001,S62893,
U1180,2025-01-26,Google Ads,G001,S32190,
U1180,2025-01-27,TikTok,T001,S79569,TikTok
U1180,2025-01-28,TikTok,T001,S34995,TikTok
U1180,2025-01-29,Facebook,F001,S20651,Facebook
U1181,2025-03-17,Facebook,F001,S71350,Facebook
U1181,2025-03-18,Facebook,F001,S61649,Facebook
U1181,2025-03-19,LinkedIn,L001,S84637,LinkedIn
U1181,2025-03-20,Facebook,F001,S56619,Facebook
U1181,2025-03-21,LinkedIn,L001,S70058,LinkedIn
U1182,2025-01-02,Google Ads,G002,S81975,Google Ads
U1182,2025-01-03,Facebook,F001,S12282,Facebook
U1183,2025-02-24,Google Ads,G001,S84964,
U1183,2025-02-25,Facebook,F001,S82982,Facebook
U1184,2025-02-07,TikTok,T001,S27514,TikTok
U1184,2025-02-08,Facebook,F002,S46788,Facebook
U1184,2025-02-09,Facebook,F002,S52849,Facebook
U1184,2025-02-10,TikTok,T001,S89003,TikTok
U1184,2025-02-11,TikTok,T001,S78670,TikTok
U1185,2025-03-16,TikTok,T001,S76677,
U1185,2025-03-17,TikTok,T001,S55734,TikTok
U1185,2025-03-18,Facebook,F002,S91926,Facebook
U1185,2025-03-19,TikTok,T001,S31312,
U1186,2025-02-16,TikTok,T001,S50379,TikTok
U1186,2025-02-17,Facebook,F002,S54014,
U1187,2025-01-11,Google Ads,G001,S32852,Google Ads
U1187,2025-01-12,TikTok,T001,S27438,TikTok
U1187,2025-01-13,TikTok,T001,S52417,TikTok
U1187,2025-01-14,Google Ads,G002,S80188,
U1188,2025-01-26,LinkedIn,L001,S47226,LinkedIn
U1188,2025-01-27,TikTok,T001,S87362,TikTok
U1188,2025-01-28,Facebook,F002,S63161,Facebook
U1188,2025-01-29,Google Ads,G002,S81849,Google Ads
U1188,2025-01-30,TikTok,T001,S37734,TikTok
U1189,2025-03-09,Facebook,F002,S35372,Facebook
U1189,2025-03-10,Google Ads,G001,S81155,Google Ads
U1189,2025-03-11,Google Ads,G001,S52261,Google Ads
U1190,2025-03-10,Google Ads,G001,S86449,Google Ads
U1190,2025-03-11,Google Ads,G002,S86118,Google Ads
U1190,2025-03-12,LinkedIn,L001,S19569,LinkedIn
U1190,2025-03-13,TikTok,T001,S80393,TikTok
U1190,2025-03-14,Google Ads,G001,S72443,Google Ads
U1191,2025-02-13,LinkedIn,L001,S85250,LinkedIn
U1191,2025-02-14,Google Ads,G002,S91532,Google Ads
U1192,2025-01-13,LinkedIn,L001,S23283,LinkedIn
U1192,2025-01-14,LinkedIn,L001,S95090,LinkedIn
U1192,2025-01-15,TikTok,T001,S84965,TikTok
U1192,2025-01-16,Google Ads,G002,S87988,Google Ads
U1193,2025-01-08,TikTok,T001,S45428,TikTok
U1193,2025-01-09,TikTok,T001,S85774,TikTok
U1193,2025-01-10,TikTok,T001,S34842,TikTok
U1193,2025-01-11,Facebook,F001,S86021,Facebook
U1194,2025-01-11,LinkedIn,L001,S11207,LinkedIn
U1194,2025-01-12,TikTok,T001,S39689,TikTok
U1195,2025-03-11,Google Ads,G001,S70011,Google Ads
U1195,2025-03-12,TikTok,T001,S88405,TikTok
U1195,2025-03-13,LinkedIn,L001,S82805,LinkedIn
U1195,2025-03-14,LinkedIn,L001,S89063,LinkedIn
U1195,2025-03-15,LinkedIn,L001,S72154,LinkedIn
U1196,2025-02-20,Google Ads,G002,S31083,Google Ads
U1196,2025-02-21,LinkedIn,L001,S38398,LinkedIn
U1196,2025-02-22,TikTok,T001,S63410,TikTok
U1196,2025-02-23,TikTok,T001,S92035,TikTok
U1196,2025-02-24,Google Ads,G001,S25072,Google Ads
U1197,2025-03-13,LinkedIn,L001,S31826,LinkedIn
U1197,2025-03-14,LinkedIn,L001,S35518,
U1197,2025-03-15,Facebook,F001,S61919,Facebook
U1197,2025-03-16,Facebook,F002,S15845,Facebook
U1197,2025-03-17,LinkedIn,L001,S29337,LinkedIn
U1198,2025-03-05,Facebook,F001,S21944,Facebook
U1198,2025-03-06,TikTok,T001,S68653,TikTok
U1198,2025-03-07,Google Ads,G002,S87842,
U1199,2025-01-08,Facebook,F001,S20886,Facebook
U1199,2025-01-09,LinkedIn,L001,S42792,LinkedIn
U1199,2025-01-10,Google Ads,G001,S96156,
U1200,2025-01-08,Google Ads,G002,S21390,Google Ads
U1200,2025-01-09,Google Ads,G002,S25038,Google Ads
U1200,2025-01-10,TikTok,T001,S31281,TikTok
U1200,2025-01-11,Facebook,F002,S18605,Facebook
U1200,2025-01-12,LinkedIn,L001,S29810,
U1201,2025-01-03,Facebook,F002,S20207,Facebook
U1201,2025-01-04,Facebook,F001,S84085,Facebook
U1201,2025-01-05,TikTok,T001,S81312,TikTok
U1201,2025-01-06,LinkedIn,L001,S66699,LinkedIn
U1201,2025-01-07,TikTok,T001,S56092,TikTok
U1202,2025-01-31,TikTok,T001,S78487,TikTok
U1202,2025-02-01,LinkedIn,L001,S63117,LinkedIn
U1202,2025-02-02,LinkedIn,L001,S33782,LinkedIn
U1202,2025-02-03,Google Ads,G001,S25592,Google Ads
U1202,2025-02-04,Facebook,F001,S71202,
U1203,2025-01-25,Facebook,F001,S17190,Facebook
U1203,2025-01-26,TikTok,T001,S90905,TikTok
U1204,2025-03-13,Facebook,F002,S22145,Facebook
U1204,2025-03-14,Facebook,F002,S18244,Facebook
U1204,2025-03-15,TikTok,T001,S94227,TikTok
U1204,2025-03-16,Google Ads,G001,S81121,Google Ads
U1204,2025-03-17,TikTok,T001,S22237,TikTok
U1205,2025-03-16,Google Ads,G002,S64238,Google Ads
U1205,2025-03-17,Google Ads,G002,S60961,Google Ads
U1205,2025-03-18,TikTok,T001,S32736,TikTok
U1206,2025-02-19,TikTok,T001,S90811,
U1206,2025-02-20,Google Ads,G002,S29008,Google Ads
U1206,2025-02-21,LinkedIn,L001,S15793,LinkedIn
U1206,2025-02-22,TikTok,T001,S26209,TikTok
U1207,2025-02-20,Google Ads,G001,S58695,Google Ads
U1207,2025-02-21,TikTok,T001,S42441,TikTok
U1207,2025-02-22,LinkedIn,L001,S72368,LinkedIn
U1207,2025-02-23,TikTok,T001,S33478,TikTok
U1208,2025-02-16,LinkedIn,L001,S25372,LinkedIn
U1208,2025-02-17,Google Ads,G001,S64040,Google Ads
U1208,2025-02-18,Facebook,F001,S15842,Facebook
U1209,2025-02-06,Facebook,F001,S64575,Facebook
U1209,2025-02-07,LinkedIn,L001,S97592,LinkedIn
U1209,2025-02-08,LinkedIn,L001,S97697,LinkedIn
U1209,2025-02-09,TikTok,T001,S15355,TikTok
U1209,2025-02-10,Google Ads,G002,S88860,Google Ads
U1210,2025-01-13,TikTok,T001,S91423,TikTok
U1210,2025-01-14,Google Ads,G001,S44773,Google Ads
U1210,2025-01-15,Google Ads,G002,S93692,Google Ads
U1211,2025-01-09,TikTok,T001,S57377,TikTok
U1211,2025-01-10,LinkedIn,L001,S68283,LinkedIn
U1211,2025-01-11,Google Ads,G002,S64336,Google Ads
U1212,2025-01-21,TikTok,T001,S83016,
U1212,2025-01-22,Google Ads,G002,S65860,Google Ads
U1212,2025-01-23,TikTok,T001,S71997,TikTok
U1212,2025-01-24,Google Ads,G001,S46609,Google Ads
U1212,2025-01-25,Facebook,F001,S41881,Facebook
U1213,2025-01-25,LinkedIn,L001,S46021,LinkedIn
U1213,2025-01-26,TikTok,T001,S71610,
U1213,2025-01-27,Google Ads,G002,S25193,
U1213,2025-01-28,Facebook,F001,S29611,Facebook
U1214,2025-02-16,Google Ads,G002,S65243,Google Ads
U1214,2025-02-17,LinkedIn,L001,S81354,LinkedIn
U1214,2025-02-18,LinkedIn,L001,S40116,LinkedIn
U1214,2025-02-19,Facebook,F001,S27908,
U1214,2025-02-20,Google Ads,G001,S61955,Google Ads
U1215,2025-01-12,TikTok,T001,S65668,TikTok
U1215,2025-01-13,TikTok,T001,S66547,TikTok
U1216,2025-02-20,Google Ads,G002,S37606,Google Ads
U1216,2025-02-21,Google Ads,G002,S72522,Google Ads
U1216,2025-02-22,TikTok,T001,S12204,TikTok
U1216,2025-02-23,Facebook,F002,S43870,Facebook
U1217,2025-02-13,Facebook,F002,S34968,Facebook
U1217,2025-02-14,LinkedIn,L001,S84707,LinkedIn
U1217,2025-02-15,Facebook,F001,S65835,Facebook
U1217,2025-02-16,Facebook,F001,S56169,Facebook
U1217,2025-02-17,TikTok,T001,S87240,TikTok
U1218,2025-01-25,Facebook,F001,S98330,Facebook
U1218,2025-01-26,Google Ads,G001,S88915,Google Ads
U1218,2025-01-27,LinkedIn,L001,S84218,LinkedIn
U1219,2025-02-18,LinkedIn,L001,S42983,LinkedIn
U1219,2025-02-19,Facebook,F002,S90360,Facebook
U1220,2025-01-26,Google Ads,G002,S15939,
U1220,2025-01-27,Google Ads,G001,S86721,
U1220,2025-01-28,Facebook,F001,S94703,Facebook
U1221,2025-01-21,Facebook,F001,S54605,Facebook
U1221,2025-01-22,Facebook,F002,S41433,Facebook
U1222,2025-01-13,LinkedIn,L001,S47853,
U1222,2025-01-14,Facebook,F001,S10492,Facebook
U1222,2025-01-15,LinkedIn,L001,S34272,LinkedIn
U1223,2025-03-16,Google Ads,G002,S23979,Google Ads
U1223,2025-03-17,TikTok,T001,S22867,TikTok
U1223,2025-03-18,LinkedIn,L001,S83402,LinkedIn
U1223,2025-03-19,Facebook,F002,S97178,Facebook
U1223,2025-03-20,Google Ads,G001,S48870,Google Ads
U1224,2025-01-26,Facebook,F002,S35372,Facebook
U1224,2025-01-27,LinkedIn,L001,S44064,LinkedIn
U1224,2025-01-28,LinkedIn,L001,S78431,LinkedIn
U1224,2025-01-29,Facebook,F002,S95132,Facebook
U1225,2025-01-08,Facebook,F002,S73069,Facebook
U1225,2025-01-09,Google Ads,G001,S55242,Google Ads
U1225,2025-01-10,TikTok,T001,S97893,TikTok
U1226,2025-02-13,Google Ads,G001,S28020,
U1226,2025-02-14,TikTok,T001,S46777,TikTok
U1227,2025-02-12,Google Ads,G002,S14967,Google Ads
U1227,2025-02-13,Facebook,F001,S15722,Facebook
U1227,2025-02-14,Facebook,F001,S95867,Facebook
U1227,2025-02-15,Google Ads,G001,S33816,Google Ads
U1228,2025-01-27,Facebook,F001,S63574,Facebook
U1228,2025-01-28,Google Ads,G001,S13696,Google Ads
U1228,2025-01-29,LinkedIn,L001,S29149,LinkedIn
U1229,2025-01-18,Google Ads,G002,S92612,Google Ads
U1229,2025-01-19,LinkedIn,L001,S62160,LinkedIn
U1230,2025-01-01,Facebook,F002,S39961,Facebook
U1230,2025-01-02,LinkedIn,L001,S96120,LinkedIn
U1230,2025-01-03,Google Ads,G002,S74789,Google Ads
U1231,2025-02-10,Google Ads,G002,S12871,Google Ads
U1231,2025-02-11,LinkedIn,L001,S69979,LinkedIn
U1231,2025-02-12,Facebook,F001,S90070,Facebook
U1232,2025-03-12,Facebook,F002,S80093,Facebook
U1232,2025-03-13,TikTok,T001,S18275,TikTok
U1232,2025-03-14,LinkedIn,L001,S30700,LinkedIn
U1232,2025-03-15,TikTok,T001,S92534,TikTok
U1233,2025-01-28,Facebook,F001,S73353,Facebook
U1233,2025-01-29,LinkedIn,L001,S56976,LinkedIn
U1233,2025-01-30,LinkedIn,L001,S55095,LinkedIn
U1234,2025-03-02,TikTok,T001,S29991,TikTok
U1234,2025-03-03,TikTok,T001,S71250,TikTok
U1234,2025-03-04,Facebook,F001,S17415,Facebook
U1234,2025-03-05,TikTok,T001,S26964,TikTok
U1235,2025-02-22,Facebook,F001,S13832,
U1235,2025-02-23,TikTok,T001,S44148,TikTok
U1235,2025-02-24,Google Ads,G002,S95076,Google Ads
U1235,2025-02-25,Google Ads,G002,S48578,Google Ads
U1236,2025-02-16,TikTok,T001,S95029,TikTok
U1236,2025-02-17,LinkedIn,L001,S70142,LinkedIn
U1236,2025-02-18,Google Ads,G001,S61001,Google Ads
U1237,2025-01-30,Facebook,F001,S40106,Facebook
U1237,2025-01-31,LinkedIn,L001,S96511,LinkedIn
U1237,2025-02-01,LinkedIn,L001,S95731,LinkedIn
U1238,2025-01-16,TikTok,T001,S12708,TikTok
U1238,2025-01-17,TikTok,T001,S55046,TikTok
U1238,2025-01-18,LinkedIn,L001,S57135,LinkedIn
U1238,2025-01-19,LinkedIn,L001,S88077,LinkedIn
U1239,2025-01-11,TikTok,T001,S37128,
U1239,2025-01-12,Google Ads,G002,S88958,Google Ads
U1240,2025-01-21,Google Ads,G002,S52712,Google Ads
U1240,2025-01-22,LinkedIn,L001,S20728,LinkedIn
U1241,2025-03-07,TikTok,T001,S77450,TikTok
U1241,2025-03-08,Facebook,F001,S23689,Facebook
U1241,2025-03-09,LinkedIn,L001,S29873,LinkedIn
U1241,2025-03-10,LinkedIn,L001,S94040,
U1242,2025-03-11,Facebook,F002,S11538,Facebook
U1242,2025-03-12,Google Ads,G001,S28287,Google Ads
U1243,2025-02-24,TikTok,T001,S85225,TikTok
U1243,2025-02-25,LinkedIn,L001,S43919,LinkedIn
U1243,2025-02-26,TikTok,T001,S80482,TikTok
U1243,2025-02-27,LinkedIn,L001,S28919,LinkedIn
U1244,2025-02-27,Google Ads,G002,S55814,Google Ads
U1244,2025-02-28,TikTok,T001,S94892,TikTok
U1244,2025-03-01,LinkedIn,L001,S92912,LinkedIn
U1245,2025-02-09,LinkedIn,L001,S49194,LinkedIn
U1245,2025-02-10,TikTok,T001,S77391,TikTok
U1246,2025-01-19,TikTok,T001,S42298,TikTok
U1246,2025-01-20,Facebook,F001,S26835,Facebook
U1246,2025-01-21,TikTok,T001,S74887,TikTok
U1247,2025-02-26,Google Ads,G002,S21889,Google Ads
U1247,2025-02-27,TikTok,T001,S21442,TikTok
U1247,2025-02-28,Facebook,F002,S82827,Facebook
U1248,2025-01-12,Facebook,F001,S26523,Facebook
U1248,2025-01-13,Google Ads,G002,S20808,Google Ads
U1249,2025-03-19,Google Ads,G002,S95024,Google Ads
U1249,2025-03-20,Facebook,F002,S91938,Facebook
U1249,2025-03-21,Facebook,F001,S87789,
U1249,2025-03-22,LinkedIn,L001,S56220,LinkedIn
U1249,2025-03-23,TikTok,T001,S91486,TikTok
U1250,2025-01-14,LinkedIn,L001,S32931,LinkedIn
U1250,2025-01-15,Google Ads,G002,S61913,Google Ads
U1250,2025-01-16,Google Ads,G001,S64845,
U1250,2025-01-17,Google Ads,G002,S26901,Google Ads
U1251,2025-03-10,TikTok,T001,S11988,TikTok
U1251,2025-03-11,Facebook,F002,S24256,Facebook
U1251,2025-03-12,LinkedIn,L001,S38230,LinkedIn
U1252,2025-01-03,Facebook,F002,S51167,Facebook
U1252,2025-01-04,Facebook,F002,S98229,Facebook
U1252,2025-01-05,Facebook,F002,S70710,Facebook
U1252,2025-01-06,LinkedIn,L001,S40949,
U1253,2025-02-10,Facebook,F002,S36990,Facebook
U1253,2025-02-11,Facebook,F002,S91730,Facebook
U1253,2025-02-12,Facebook,F001,S22360,Facebook
U1253,2025-02-13,Google Ads,G002,S55800,Google Ads
U1253,2025-02-14,LinkedIn,L001,S61707,LinkedIn
U1254,2025-01-29,TikTok,T001,S52137,TikTok
U1254,2025-01-30,Google Ads,G002,S58442,Google Ads
U1254,2025-01-31,Facebook,F001,S11813,Facebook
U1255,2025-01-30,Google Ads,G001,S70272,Google Ads
U1255,2025-01-31,Google Ads,G002,S75618,Google Ads
U1255,2025-02-01,Google Ads,G002,S91132,Google Ads
U1255,2025-02-02,Facebook,F002,S40981,Facebook
U1255,2025-02-03,TikTok,T001,S92289,TikTok
U1256,2025-02-23,Facebook,F001,S60516,Facebook
U1256,2025-02-24,LinkedIn,L001,S70686,LinkedIn
U1256,2025-02-25,TikTok,T001,S78498,TikTok
U1256,2025-02-26,TikTok,T001,S14138,TikTok
U1257,2025-02-10,Facebook,F002,S20278,Facebook
U1257,2025-02-11,Google Ads,G001,S72943,Google Ads
U1258,2025-02-16,TikTok,T001,S98056,TikTok
U1258,2025-02-17,Facebook,F001,S31281,
U1258,2025-02-18,TikTok,T001,S37586,TikTok
U1258,2025-02-19,Facebook,F002,S77087,Facebook
U1258,2025-02-20,Facebook,F002,S76897,Facebook
U1259,2025-01-19,TikTok,T001,S24924,TikTok
U1259,2025-01-20,TikTok,T001,S10869,TikTok
U1259,2025-01-21,Google Ads,G001,S43458,Google Ads
U1260,2025-03-14,Google Ads,G002,S92214,Google Ads
U1260,2025-03-15,Google Ads,G002,S96664,Google Ads
U1260,2025-03-16,Facebook,F002,S30025,Facebook
U1261,2025-03-01,Facebook,F002,S48506,Facebook
U1261,2025-03-02,Google Ads,G001,S34417,
U1261,2025-03-03,LinkedIn,L001,S56218,LinkedIn
U1261,2025-03-04,Facebook,F001,S38927,Facebook
U1262,2025-03-02,LinkedIn,L001,S83539,LinkedIn
U1262,2025-03-03,TikTok,T001,S35398,TikTok
U1262,2025-03-04,LinkedIn,L001,S66704,LinkedIn
U1262,2025-03-05,Facebook,F002,S35500,Facebook
U1263,2025-03-15,TikTok,T001,S41174,TikTok
U1263,2025-03-16,LinkedIn,L001,S73059,LinkedIn
U1264,2025-02-04,TikTok,T001,S12187,TikTok
U1264,2025-02-05,TikTok,T001,S31225,TikTok
U1264,2025-02-06,LinkedIn,L001,S42828,LinkedIn
U1264,2025-02-07,LinkedIn,L001,S79463,
U1265,2025-02-24,Facebook,F002,S58516,Facebook
U1265,2025-02-25,TikTok,T001,S76736,TikTok
U1266,2025-02-27,LinkedIn,L001,S33408,LinkedIn
U1266,2025-02-28,Google Ads,G001,S69500,Google Ads
U1266,2025-03-01,LinkedIn,L001,S42854,LinkedIn
U1267,2025-03-17,LinkedIn,L001,S16968,LinkedIn
U1267,2025-03-18,LinkedIn,L001,S11700,LinkedIn
U1268,2025-01-13,TikTok,T001,S71934,TikTok
U1268,2025-01-14,TikTok,T001,S15520,TikTok
U1268,2025-01-15,LinkedIn,L001,S96465,
U1268,2025-01-16,Google Ads,G002,S23917,Google Ads
U1269,2025-02-02,Facebook,F001,S82617,Facebook
U1269,2025-02-03,LinkedIn,L001,S53939,LinkedIn
U1269,2025-02-04,Facebook,F001,S79166,Facebook
U1270,2025-01-19,Facebook,F001,S64935,Facebook
U1270,2025-01-20,TikTok,T001,S18328,TikTok
U1270,2025-01-21,LinkedIn,L001,S46320,LinkedIn
U1271,2025-03-08,Facebook,F002,S18640,Facebook
U1271,2025-03-09,Google Ads,G002,S66053,Google Ads
