user_id,touch_date,channel,campaign_id,session_id,utm_source,month,day
U1240,2025-01-22,LinkedIn,L001,S20728,LinkedIn,1,Wednesday
U1241,2025-03-07,TikTok,T001,S77450,TikTok,3,Friday
U1241,2025-03-08,Facebook,F001,S23689,Facebook,3,Saturday
U1241,2025-03-09,LinkedIn,L001,S29873,LinkedIn,3,Sunday
U1241,2025-03-10,LinkedIn,L001,S94040,unknown,3,Monday
U1242,2025-03-11,Facebook,F002,S11538,Facebook,3,Tuesday
U1242,2025-03-12,Google Ads,G001,S28287,Google Ads,3,Wednesday
U1243,2025-02-24,TikTok,T001,S85225,TikTok,2,Monday
U1243,2025-02-25,LinkedIn,L001,S43919,LinkedIn,2,Tuesday
U1243,2025-02-26,TikTok,T001,S80482,TikTok,2,Wednesday
U1243,2025-02-27,LinkedIn,L001,S28919,LinkedIn,2,Thursday
U1244,2025-02-27,Google Ads,G002,S55814,Google Ads,2,Thursday
U1244,2025-02-28,TikTok,T001,S94892,TikTok,2,Friday
U1244,2025-03-01,LinkedIn,L001,S92912,LinkedIn,3,Saturday
U1245,2025-02-09,LinkedIn,L001,S49194,LinkedIn,2,Sunday
U1245,2025-02-10,TikTok,T001,S77391,TikTok,2,Monday
U1246,2025-01-19,TikTok,T001,S42298,TikTok,1,Sunday
U1246,2025-01-20,Facebook,F001,S26835,Facebook,1,Monday
U1246,2025-01-21,TikTok,T001,S74887,TikTok,1,Tuesday
U1247,2025-02-26,Google Ads,G002,S21889,Google Ads,2,Wednesday
U1247,2025-02-27,TikTok,T001,S21442,TikTok,2,Thursday
U1247,2025-02-28,Facebook,F002,S82827,Facebook,2,Friday
U1248,2025-01-12,Facebook,F001,S26523,Facebook,1,Sunday
U1248,2025-01-13,Google Ads,G002,S20808,Google Ads,1,Monday
U1249,2025-03-19,Google Ads,G002,S95024,Google Ads,3,Wednesday
U1249,2025-03-20,Facebook,F002,S91938,Facebook,3,Thursday
U1249,2025-03-21,Facebook,F001,S87789,unknown,3,Friday
U1249,2025-03-22,LinkedIn,L001,S56220,LinkedIn,3,Saturday
U1249,2025-03-23,TikTok,T001,S91486,TikTok,3,Sunday
U1250,2025-01-14,LinkedIn,L001,S32931,LinkedIn,1,Tuesday
U1250,2025-01-15,Google Ads,G002,S61913,Google Ads,1,Wednesday
U1250,2025-01-16,Google Ads,G001,S64845,unknown,1,Thursday
U1250,2025-01-17,Google Ads,G002,S26901,Google Ads,1,Friday
U1251,2025-03-10,TikTok,T001,S11988,TikTok,3,Monday
U1251,2025-03-11,Facebook,F002,S24256,Facebook,3,Tuesday
U1251,2025-03-12,LinkedIn,L001,S38230,LinkedIn,3,Wednesday
U1252,2025-01-03,Facebook,F002,S51167,Facebook,1,Friday
U1252,2025-01-04,Facebook,F002,S98229,Facebook,1,Saturday
U1252,2025-01-05,Facebook,F002,S70710,Facebook,1,Sunday
U1252,2025-01-06,LinkedIn,L001,S40949,unknown,1,Monday
U1253,2025-02-10,Facebook,F002,S36990,Facebook,2,Monday
U1253,2025-02-11,Facebook,F002,S91730,Facebook,2,Tuesday
U1253,2025-02-12,Facebook,F001,S22360,Facebook,2,Wednesday
U1253,2025-02-13,Google Ads,G002,S55800,Google Ads,2,Thursday
U1253,2025-02-14,LinkedIn,L001,S61707,LinkedIn,2,Friday
U1254,2025-01-29,TikTok,T001,S52137,TikTok,1,Wednesday
U1254,2025-01-30,Google Ads,G002,S58442,Google Ads,1,Thursday
U1254,2025-01-31,Facebook,F001,S11813,Facebook,1,Friday
U1255,2025-01-30,Google Ads,G001,S70272,Google Ads,1,Thursday
U1255,2025-01-31,Google Ads,G002,S75618,Google Ads,1,Friday
U1255,2025-02-01,Google Ads,G002,S91132,Google Ads,2,Saturday
U1255,2025-02-02,Facebook,F002,S40981,Facebook,2,Sunday
U1255,2025-02-03,TikTok,T001,S92289,TikTok,2,Monday
U1256,2025-02-23,Facebook,F001,S60516,Facebook,2,Sunday
U1256,2025-02-24,LinkedIn,L001,S70686,LinkedIn,2,Monday
U1256,2025-02-25,TikTok,T001,S78498,TikTok,2,Tuesday
U1256,2025-02-26,TikTok,T001,S14138,TikTok,2,Wednesday
U1257,2025-02-10,Facebook,F002,S20278,Facebook,2,Monday
U1257,2025-02-11,Google Ads,G001,S72943,Google Ads,2,Tuesday
U1258,2025-02-16,TikTok,T001,S98056,TikTok,2,Sunday
U1258,2025-02-17,Facebook,F001,S31281,unknown,2,Monday
U1258,2025-02-18,TikTok,T001,S37586,TikTok,2,Tuesday
U1258,2025-02-19,Facebook,F002,S77087,Facebook,2,Wednesday
U1258,2025-02-20,Facebook,F002,S76897,Facebook,2,Thursday
U1259,2025-01-19,TikTok,T001,S24924,TikTok,1,Sunday
U1259,2025-01-20,TikTok,T001,S10869,TikTok,1,Monday
U1259,2025-01-21,Google Ads,G001,S43458,Google Ads,1,Tuesday
U1260,2025-03-14,Google Ads,G002,S92214,Google Ads,3,Friday
U1260,2025-03-15,Google Ads,G002,S96664,Google Ads,3,Saturday
U1260,2025-03-16,Facebook,F002,S30025,Facebook,3,Sunday
U1261,2025-03-01,Facebook,F002,S48506,Facebook,3,Saturday
U1261,2025-03-02,Google Ads,G001,S34417,unknown,3,Sunday
U1261,2025-03-03,LinkedIn,L001,S56218,LinkedIn,3,Monday
U1261,2025-03-04,Facebook,F001,S38927,Facebook,3,Tuesday
U1262,2025-03-02,LinkedIn,L001,S83539,LinkedIn,3,Sunday
U1262,2025-03-03,TikTok,T001,S35398,TikTok,3,Monday
U1262,2025-03-04,LinkedIn,L001,S66704,LinkedIn,3,Tuesday
U1262,2025-03-05,Facebook,F002,S35500,Facebook,3,Wednesday
U1263,2025-03-15,TikTok,T001,S41174,TikTok,3,Saturday
U1263,2025-03-16,LinkedIn,L001,S73059,LinkedIn,3,Sunday
U1264,2025-02-04,TikTok,T001,S12187,TikTok,2,Tuesday
U1264,2025-02-05,TikTok,T001,S31225,TikTok,2,Wednesday
U1264,2025-02-06,LinkedIn,L001,S42828,LinkedIn,2,Thursday
U1264,2025-02-07,LinkedIn,L001,S79463,unknown,2,Friday
U1265,2025-02-24,Facebook,F002,S58516,Facebook,2,Monday
U1265,2025-02-25,TikTok,T001,S76736,TikTok,2,Tuesday
U1266,2025-02-27,LinkedIn,L001,S33408,LinkedIn,2,Thursday
U1266,2025-02-28,Google Ads,G001,S69500,Google Ads,2,Friday
U1266,2025-03-01,LinkedIn,L001,S42854,LinkedIn,3,Saturday
U1267,2025-03-17,LinkedIn,L001,S16968,LinkedIn,3,Monday
U1267,2025-03-18,LinkedIn,L001,S11700,LinkedIn,3,Tuesday
U1268,2025-01-13,TikTok,T001,S71934,TikTok,1,Monday
U1268,2025-01-14,TikTok,T001,S15520,TikTok,1,Tuesday
U1268,2025-01-15,LinkedIn,L001,S96465,unknown,1,Wednesday
U1268,2025-01-16,Google Ads,G002,S23917,Google Ads,1,Thursday
U1269,2025-02-02,Facebook,F001,S82617,Facebook,2,Sunday
U1269,2025-02-03,LinkedIn,L001,S53939,LinkedIn,2,Monday
U1269,2025-02-04,Facebook,F001,S79166,Facebook,2,Tuesday
U1270,2025-01-19,Facebook,F001,S64935,Facebook,1,Sunday
U1270,2025-01-20,TikTok,T001,S18328,TikTok,1,Monday
U1270,2025-01-21,LinkedIn,L001,S46320,LinkedIn,1,Tuesday
U1271,2025-03-08,Facebook,F002,S18640,Facebook,3,Saturday
U1271,2025-03-09,Google Ads,G002,S66053,Google Ads,3,Sunday
U1271,2025-03-10,Google Ads,G002,S75774,unknown,3,Monday
U1271,2025-03-11,Google Ads,G002,S80463,Google Ads,3,Tuesday
U1272,2025-01-29,LinkedIn,L001,S81696,LinkedIn,1,Wednesday
U1272,2025-01-30,LinkedIn,L001,S71744,LinkedIn,1,Thursday
U1273,2025-01-07,Facebook,F001,S10192,Facebook,1,Tuesday
U1273,2025-01-08,Google Ads,G002,S75048,Google Ads,1,Wednesday
U1273,2025-01-09,LinkedIn,L001,S50142,LinkedIn,1,Thursday
U1273,2025-01-10,Google Ads,G001,S57897,Google Ads,1,Friday
U1274,2025-01-16,Google Ads,G002,S61831,Google Ads,1,Thursday
U1274,2025-01-17,TikTok,T001,S43272,TikTok,1,Friday
U1274,2025-01-18,Facebook,F002,S35963,Facebook,1,Saturday
U1274,2025-01-19,LinkedIn,L001,S10717,LinkedIn,1,Sunday
U1274,2025-01-20,Google Ads,G001,S14994,Google Ads,1,Monday
U1275,2025-02-22,Facebook,F002,S33185,Facebook,2,Saturday
U1275,2025-02-23,LinkedIn,L001,S51153,LinkedIn,2,Sunday
U1275,2025-02-24,TikTok,T001,S61717,unknown,2,Monday
U1275,2025-02-25,TikTok,T001,S48759,TikTok,2,Tuesday
U1276,2025-03-20,TikTok,T001,S86848,TikTok,3,Thursday
U1276,2025-03-21,Google Ads,G002,S61756,Google Ads,3,Friday
U1276,2025-03-22,Facebook,F001,S55276,Facebook,3,Saturday
U1276,2025-03-23,LinkedIn,L001,S36946,unknown,3,Sunday
U1276,2025-03-24,LinkedIn,L001,S83933,unknown,3,Monday
U1277,2025-02-09,LinkedIn,L001,S32010,LinkedIn,2,Sunday
U1277,2025-02-10,TikTok,T001,S18026,TikTok,2,Monday
U1277,2025-02-11,Facebook,F001,S52239,Facebook,2,Tuesday
U1277,2025-02-12,Google Ads,G001,S99211,unknown,2,Wednesday
U1277,2025-02-13,Facebook,F001,S64319,Facebook,2,Thursday
U1278,2025-02-05,TikTok,T001,S44660,TikTok,2,Wednesday
U1278,2025-02-06,TikTok,T001,S68847,TikTok,2,Thursday
U1279,2025-03-05,TikTok,T001,S96598,TikTok,3,Wednesday
U1279,2025-03-06,TikTok,T001,S44693,TikTok,3,Thursday
U1279,2025-03-07,Google Ads,G002,S86502,Google Ads,3,Friday
U1280,2025-01-03,Google Ads,G002,S76025,Google Ads,1,Friday
U1280,2025-01-04,Google Ads,G001,S66233,Google Ads,1,Saturday
U1280,2025-01-05,TikTok,T001,S49178,TikTok,1,Sunday
U1280,2025-01-06,Facebook,F002,S72522,Facebook,1,Monday
U1281,2025-02-09,Google Ads,G001,S86509,Google Ads,2,Sunday
U1281,2025-02-10,TikTok,T001,S31839,TikTok,2,Monday
U1282,2025-01-02,Facebook,F002,S14886,Facebook,1,Thursday
U1282,2025-01-03,Facebook,F002,S26767,Facebook,1,Friday
U1283,2025-02-07,Google Ads,G001,S22226,Google Ads,2,Friday
U1283,2025-02-08,Facebook,F001,S57788,Facebook,2,Saturday
U1283,2025-02-09,TikTok,T001,S75133,TikTok,2,Sunday
U1284,2025-01-27,TikTok,T001,S62198,TikTok,1,Monday
U1284,2025-01-28,Google Ads,G001,S34031,Google Ads,1,Tuesday
U1285,2025-03-11,TikTok,T001,S30324,TikTok,3,Tuesday
U1285,2025-03-12,TikTok,T001,S25899,TikTok,3,Wednesday
U1285,2025-03-13,TikTok,T001,S76629,unknown,3,Thursday
U1285,2025-03-14,Google Ads,G001,S81246,Google Ads,3,Friday
U1286,2025-03-01,TikTok,T001,S95679,TikTok,3,Saturday
U1286,2025-03-02,Facebook,F001,S54535,Facebook,3,Sunday
U1287,2025-01-29,LinkedIn,L001,S38901,LinkedIn,1,Wednesday
U1287,2025-01-30,Facebook,F002,S60357,Facebook,1,Thursday
U1287,2025-01-31,Google Ads,G002,S85403,Google Ads,1,Friday
U1287,2025-02-01,LinkedIn,L001,S84842,LinkedIn,2,Saturday
U1287,2025-02-02,TikTok,T001,S60626,TikTok,2,Sunday
U1288,2025-02-04,LinkedIn,L001,S94748,unknown,2,Tuesday
U1288,2025-02-05,Google Ads,G001,S71114,unknown,2,Wednesday
U1289,2025-02-23,LinkedIn,L001,S72767,unknown,2,Sunday
U1289,2025-02-24,Google Ads,G001,S53469,unknown,2,Monday
U1290,2025-02-18,TikTok,T001,S75206,TikTok,2,Tuesday
U1290,2025-02-19,LinkedIn,L001,S33993,LinkedIn,2,Wednesday
U1290,2025-02-20,LinkedIn,L001,S96724,LinkedIn,2,Thursday
U1290,2025-02-21,Google Ads,G001,S86312,Google Ads,2,Friday
U1290,2025-02-22,TikTok,T001,S80014,TikTok,2,Saturday
U1291,2025-02-12,Facebook,F002,S66984,Facebook,2,Wednesday
U1291,2025-02-13,TikTok,T001,S21094,TikTok,2,Thursday
U1291,2025-02-14,TikTok,T001,S82374,TikTok,2,Friday
U1291,2025-02-15,TikTok,T001,S80532,TikTok,2,Saturday
U1292,2025-01-21,TikTok,T001,S15232,TikTok,1,Tuesday
U1292,2025-01-22,Facebook,F002,S35613,Facebook,1,Wednesday
U1292,2025-01-23,LinkedIn,L001,S40908,LinkedIn,1,Thursday
U1292,2025-01-24,Facebook,F001,S73185,Facebook,1,Friday
U1293,2025-03-16,Google Ads,G002,S10570,Google Ads,3,Sunday
U1293,2025-03-17,LinkedIn,L001,S39877,LinkedIn,3,Monday
U1293,2025-03-18,Facebook,F002,S74575,Facebook,3,Tuesday
U1293,2025-03-19,LinkedIn,L001,S28062,LinkedIn,3,Wednesday
U1293,2025-03-20,TikTok,T001,S19941,TikTok,3,Thursday
U1294,2025-02-16,Google Ads,G001,S54435,Google Ads,2,Sunday
U1294,2025-02-17,Facebook,F002,S82762,unknown,2,Monday
U1294,2025-02-18,LinkedIn,L001,S44087,LinkedIn,2,Tuesday
U1295,2025-01-20,Facebook,F002,S13255,Facebook,1,Monday
U1295,2025-01-21,Facebook,F002,S35380,Facebook,1,Tuesday
U1295,2025-01-22,Google Ads,G002,S33989,Google Ads,1,Wednesday
U1296,2025-03-16,TikTok,T001,S86949,TikTok,3,Sunday
U1296,2025-03-17,TikTok,T001,S99049,unknown,3,Monday
U1296,2025-03-18,Facebook,F001,S49350,Facebook,3,Tuesday
U1297,2025-02-15,Facebook,F001,S99132,Facebook,2,Saturday
U1297,2025-02-16,LinkedIn,L001,S69546,LinkedIn,2,Sunday
U1297,2025-02-17,Google Ads,G001,S39768,Google Ads,2,Monday
U1297,2025-02-18,LinkedIn,L001,S52788,LinkedIn,2,Tuesday
U1297,2025-02-19,Facebook,F001,S25160,Facebook,2,Wednesday
U1298,2025-03-20,LinkedIn,L001,S41085,LinkedIn,3,Thursday
U1298,2025-03-21,TikTok,T001,S15750,TikTok,3,Friday
U1298,2025-03-22,TikTok,T001,S45903,TikTok,3,Saturday
U1298,2025-03-23,Facebook,F002,S44314,Facebook,3,Sunday
U1298,2025-03-24,Facebook,F002,S35338,Facebook,3,Monday
U1299,2025-02-19,Facebook,F002,S55619,Facebook,2,Wednesday
U1299,2025-02-20,LinkedIn,L001,S67124,LinkedIn,2,Thursday
U1299,2025-02-21,Facebook,F001,S64567,Facebook,2,Friday
U1299,2025-02-22,TikTok,T001,S71799,TikTok,2,Saturday
U1299,2025-02-23,LinkedIn,L001,S35479,LinkedIn,2,Sunday
U1300,2025-02-25,TikTok,T001,S25408,TikTok,2,Tuesday
U1300,2025-02-26,TikTok,T001,S26351,TikTok,2,Wednesday
U1301,2025-01-26,Facebook,F002,S22453,Facebook,1,Sunday
U1301,2025-01-27,LinkedIn,L001,S25735,LinkedIn,1,Monday
U1301,2025-01-28,LinkedIn,L001,S99462,LinkedIn,1,Tuesday
U1301,2025-01-29,LinkedIn,L001,S20335,LinkedIn,1,Wednesday
U1301,2025-01-30,Facebook,F001,S44057,Facebook,1,Thursday
U1302,2025-01-24,LinkedIn,L001,S89675,unknown,1,Friday
U1302,2025-01-25,Facebook,F001,S95238,Facebook,1,Saturday
U1302,2025-01-26,LinkedIn,L001,S40134,LinkedIn,1,Sunday
U1302,2025-01-27,Facebook,F001,S80744,Facebook,1,Monday
U1302,2025-01-28,TikTok,T001,S64219,TikTok,1,Tuesday
U1303,2025-01-17,LinkedIn,L001,S48862,LinkedIn,1,Friday
U1303,2025-01-18,LinkedIn,L001,S53856,LinkedIn,1,Saturday
U1303,2025-01-19,TikTok,T001,S41379,TikTok,1,Sunday
U1303,2025-01-20,Facebook,F001,S59996,Facebook,1,Monday
U1303,2025-01-21,TikTok,T001,S46683,TikTok,1,Tuesday
U1304,2025-02-07,LinkedIn,L001,S41480,LinkedIn,2,Friday
U1304,2025-02-08,LinkedIn,L001,S21151,LinkedIn,2,Saturday
U1304,2025-02-09,LinkedIn,L001,S42954,LinkedIn,2,Sunday
U1304,2025-02-10,Google Ads,G002,S44700,Google Ads,2,Monday
U1304,2025-02-11,Google Ads,G001,S81045,Google Ads,2,Tuesday
U1305,2025-03-18,Google Ads,G002,S11630,Google Ads,3,Tuesday
U1305,2025-03-19,Facebook,F002,S56151,Facebook,3,Wednesday
U1305,2025-03-20,Google Ads,G001,S90357,Google Ads,3,Thursday
U1305,2025-03-21,LinkedIn,L001,S91972,LinkedIn,3,Friday
U1306,2025-03-08,TikTok,T001,S16901,TikTok,3,Saturday
U1306,2025-03-09,Facebook,F002,S73909,Facebook,3,Sunday
U1306,2025-03-10,TikTok,T001,S73293,TikTok,3,Monday
U1307,2025-01-06,Facebook,F002,S96402,Facebook,1,Monday
U1307,2025-01-07,TikTok,T001,S19018,TikTok,1,Tuesday
U1308,2025-03-10,Facebook,F002,S73400,Facebook,3,Monday
U1308,2025-03-11,LinkedIn,L001,S86537,LinkedIn,3,Tuesday
U1308,2025-03-12,TikTok,T001,S21669,TikTok,3,Wednesday
U1308,2025-03-13,TikTok,T001,S20878,unknown,3,Thursday
U1309,2025-02-18,TikTok,T001,S10336,TikTok,2,Tuesday
U1309,2025-02-19,Facebook,F002,S61148,Facebook,2,Wednesday
U1309,2025-02-20,Google Ads,G002,S81386,Google Ads,2,Thursday
U1310,2025-01-23,Facebook,F002,S87273,Facebook,1,Thursday
U1310,2025-01-24,LinkedIn,L001,S81128,LinkedIn,1,Friday
U1311,2025-01-16,LinkedIn,L001,S66830,LinkedIn,1,Thursday
U1311,2025-01-17,Google Ads,G002,S49519,Google Ads,1,Friday
U1312,2025-01-13,LinkedIn,L001,S57764,unknown,1,Monday
U1312,2025-01-14,TikTok,T001,S82307,TikTok,1,Tuesday
U1312,2025-01-15,LinkedIn,L001,S88388,LinkedIn,1,Wednesday
U1313,2025-02-21,Facebook,F001,S45464,Facebook,2,Friday
U1313,2025-02-22,Facebook,F001,S45554,Facebook,2,Saturday
U1313,2025-02-23,LinkedIn,L001,S46639,LinkedIn,2,Sunday
U1313,2025-02-24,LinkedIn,L001,S29692,LinkedIn,2,Monday
U1314,2025-02-26,TikTok,T001,S25549,TikTok,2,Wednesday
U1314,2025-02-27,TikTok,T001,S62265,TikTok,2,Thursday
U1314,2025-02-28,Facebook,F001,S32800,Facebook,2,Friday
U1315,2025-02-01,Facebook,F001,S67767,Facebook,2,Saturday
U1315,2025-02-02,LinkedIn,L001,S55397,LinkedIn,2,Sunday
U1316,2025-02-06,Google Ads,G002,S35832,Google Ads,2,Thursday
U1316,2025-02-07,Google Ads,G001,S33383,Google Ads,2,Friday
U1316,2025-02-08,Google Ads,G001,S44642,Google Ads,2,Saturday
U1317,2025-01-28,LinkedIn,L001,S21410,LinkedIn,1,Tuesday
U1317,2025-01-29,TikTok,T001,S85301,TikTok,1,Wednesday
U1317,2025-01-30,LinkedIn,L001,S66563,LinkedIn,1,Thursday
U1317,2025-01-31,TikTok,T001,S87475,TikTok,1,Friday
U1318,2025-01-13,TikTok,T001,S45944,TikTok,1,Monday
U1318,2025-01-14,TikTok,T001,S81762,TikTok,1,Tuesday
U1318,2025-01-15,Facebook,F002,S99959,Facebook,1,Wednesday
U1319,2025-01-28,Google Ads,G002,S42551,Google Ads,1,Tuesday
U1319,2025-01-29,Google Ads,G001,S14567,Google Ads,1,Wednesday
U1319,2025-01-30,TikTok,T001,S30389,TikTok,1,Thursday
U1319,2025-01-31,TikTok,T001,S53919,TikTok,1,Friday
U1319,2025-02-01,TikTok,T001,S98535,TikTok,2,Saturday
U1320,2025-01-14,Google Ads,G001,S15698,Google Ads,1,Tuesday
U1320,2025-01-15,Facebook,F002,S86777,Facebook,1,Wednesday
U1320,2025-01-16,Google Ads,G002,S54041,Google Ads,1,Thursday
U1320,2025-01-17,LinkedIn,L001,S97234,LinkedIn,1,Friday
U1321,2025-01-27,TikTok,T001,S93106,TikTok,1,Monday
U1321,2025-01-28,TikTok,T001,S42299,TikTok,1,Tuesday
U1321,2025-01-29,Facebook,F001,S28782,Facebook,1,Wednesday
U1322,2025-01-12,LinkedIn,L001,S77766,LinkedIn,1,Sunday
U1322,2025-01-13,TikTok,T001,S36177,TikTok,1,Monday
U1322,2025-01-14,Facebook,F001,S39523,Facebook,1,Tuesday
U1323,2025-03-03,Google Ads,G001,S50953,Google Ads,3,Monday
U1323,2025-03-04,Facebook,F002,S35901,Facebook,3,Tuesday
U1324,2025-01-21,TikTok,T001,S26260,TikTok,1,Tuesday
U1324,2025-01-22,Facebook,F001,S66683,unknown,1,Wednesday
U1325,2025-03-09,LinkedIn,L001,S23026,LinkedIn,3,Sunday
U1325,2025-03-10,Facebook,F002,S52946,Facebook,3,Monday
U1325,2025-03-11,TikTok,T001,S63592,TikTok,3,Tuesday
U1325,2025-03-12,TikTok,T001,S65798,unknown,3,Wednesday
U1326,2025-03-02,TikTok,T001,S70652,TikTok,3,Sunday
U1326,2025-03-03,Google Ads,G001,S30922,Google Ads,3,Monday
U1326,2025-03-04,Google Ads,G002,S26968,Google Ads,3,Tuesday
U1326,2025-03-05,LinkedIn,L001,S34000,LinkedIn,3,Wednesday
U1327,2025-03-01,LinkedIn,L001,S28395,LinkedIn,3,Saturday
U1327,2025-03-02,TikTok,T001,S44393,TikTok,3,Sunday
U1327,2025-03-03,Google Ads,G001,S39631,Google Ads,3,Monday
U1327,2025-03-04,Google Ads,G001,S79497,Google Ads,3,Tuesday
U1327,2025-03-05,Facebook,F001,S41417,unknown,3,Wednesday
U1328,2025-02-25,LinkedIn,L001,S49454,LinkedIn,2,Tuesday
U1328,2025-02-26,TikTok,T001,S64710,unknown,2,Wednesday
U1329,2025-02-09,Google Ads,G001,S39432,Google Ads,2,Sunday
U1329,2025-02-10,LinkedIn,L001,S44217,LinkedIn,2,Monday
U1329,2025-02-11,Google Ads,G001,S53618,Google Ads,2,Tuesday
U1330,2025-03-21,TikTok,T001,S69993,TikTok,3,Friday
U1330,2025-03-22,Google Ads,G001,S76125,Google Ads,3,Saturday
U1331,2025-01-06,LinkedIn,L001,S52222,LinkedIn,1,Monday
U1331,2025-01-07,TikTok,T001,S75333,TikTok,1,Tuesday
U1332,2025-01-27,Google Ads,G001,S19275,Google Ads,1,Monday
U1332,2025-01-28,Facebook,F001,S75942,Facebook,1,Tuesday
U1333,2025-02-03,Facebook,F001,S21795,Facebook,2,Monday
U1333,2025-02-04,Facebook,F002,S39425,Facebook,2,Tuesday
U1334,2025-01-04,Google Ads,G001,S70294,Google Ads,1,Saturday
U1334,2025-01-05,TikTok,T001,S17566,TikTok,1,Sunday
U1334,2025-01-06,LinkedIn,L001,S25086,LinkedIn,1,Monday
U1335,2025-02-04,Google Ads,G001,S28019,Google Ads,2,Tuesday
U1335,2025-02-05,LinkedIn,L001,S20283,LinkedIn,2,Wednesday
U1335,2025-02-06,TikTok,T001,S32908,TikTok,2,Thursday
U1335,2025-02-07,Google Ads,G001,S47952,Google Ads,2,Friday
U1335,2025-02-08,LinkedIn,L001,S71381,LinkedIn,2,Saturday
U1336,2025-01-14,Google Ads,G002,S57101,Google Ads,1,Tuesday
U1336,2025-01-15,TikTok,T001,S56799,TikTok,1,Wednesday
U1336,2025-01-16,TikTok,T001,S23699,TikTok,1,Thursday
U1337,2025-01-28,TikTok,T001,S23598,TikTok,1,Tuesday
U1337,2025-01-29,LinkedIn,L001,S80423,LinkedIn,1,Wednesday
U1338,2025-02-12,LinkedIn,L001,S85308,LinkedIn,2,Wednesday
U1338,2025-02-13,Facebook,F002,S68219,unknown,2,Thursday
U1338,2025-02-14,LinkedIn,L001,S63218,LinkedIn,2,Friday
U1338,2025-02-15,Facebook,F002,S48084,Facebook,2,Saturday
U1339,2025-02-08,TikTok,T001,S50317,TikTok,2,Saturday
U1339,2025-02-09,Google Ads,G001,S67221,Google Ads,2,Sunday
U1340,2025-01-04,Google Ads,G001,S29601,Google Ads,1,Saturday
U1340,2025-01-05,LinkedIn,L001,S14552,LinkedIn,1,Sunday
U1340,2025-01-06,Google Ads,G002,S78207,Google Ads,1,Monday
U1340,2025-01-07,TikTok,T001,S13722,unknown,1,Tuesday
U1340,2025-01-08,LinkedIn,L001,S89235,LinkedIn,1,Wednesday
U1341,2025-03-09,Google Ads,G001,S69807,Google Ads,3,Sunday
U1341,2025-03-10,Facebook,F002,S50469,Facebook,3,Monday
U1341,2025-03-11,Google Ads,G002,S94726,Google Ads,3,Tuesday
U1341,2025-03-12,LinkedIn,L001,S41721,LinkedIn,3,Wednesday
U1342,2025-01-09,TikTok,T001,S72993,TikTok,1,Thursday
U1342,2025-01-10,Google Ads,G001,S11814,Google Ads,1,Friday
U1342,2025-01-11,Facebook,F001,S88916,Facebook,1,Saturday
U1342,2025-01-12,LinkedIn,L001,S56806,LinkedIn,1,Sunday
U1343,2025-01-25,TikTok,T001,S99335,TikTok,1,Saturday
U1343,2025-01-26,TikTok,T001,S11609,TikTok,1,Sunday
U1343,2025-01-27,Facebook,F002,S40009,Facebook,1,Monday
U1344,2025-02-10,Google Ads,G002,S85874,Google Ads,2,Monday
U1344,2025-02-11,LinkedIn,L001,S82084,unknown,2,Tuesday
U1344,2025-02-12,Facebook,F001,S95712,Facebook,2,Wednesday
U1345,2025-03-05,Facebook,F002,S35553,unknown,3,Wednesday
U1345,2025-03-06,Facebook,F001,S34816,unknown,3,Thursday
U1345,2025-03-07,LinkedIn,L001,S83914,LinkedIn,3,Friday
U1345,2025-03-08,Facebook,F002,S89211,unknown,3,Saturday
U1345,2025-03-09,LinkedIn,L001,S32831,LinkedIn,3,Sunday
U1346,2025-03-17,TikTok,T001,S74486,TikTok,3,Monday
U1346,2025-03-18,Facebook,F002,S14686,unknown,3,Tuesday
U1346,2025-03-19,LinkedIn,L001,S41422,LinkedIn,3,Wednesday
U1347,2025-02-15,LinkedIn,L001,S28443,unknown,2,Saturday
U1347,2025-02-16,Google Ads,G002,S56142,Google Ads,2,Sunday
U1347,2025-02-17,Google Ads,G001,S70372,Google Ads,2,Monday
U1347,2025-02-18,TikTok,T001,S62003,TikTok,2,Tuesday
U1348,2025-02-16,TikTok,T001,S32927,TikTok,2,Sunday
U1348,2025-02-17,Facebook,F002,S62347,Facebook,2,Monday
U1348,2025-02-18,Google Ads,G001,S79518,Google Ads,2,Tuesday
U1348,2025-02-19,TikTok,T001,S99874,TikTok,2,Wednesday
U1348,2025-02-20,Google Ads,G002,S32692,Google Ads,2,Thursday
U1349,2025-02-24,TikTok,T001,S90152,TikTok,2,Monday
U1349,2025-02-25,Facebook,F001,S45733,Facebook,2,Tuesday
U1349,2025-02-26,TikTok,T001,S49876,TikTok,2,Wednesday
U1349,2025-02-27,Facebook,F002,S44578,Facebook,2,Thursday
U1350,2025-02-03,Google Ads,G001,S16364,Google Ads,2,Monday
U1350,2025-02-04,TikTok,T001,S76467,TikTok,2,Tuesday
U1350,2025-02-05,Google Ads,G001,S23861,Google Ads,2,Wednesday
U1350,2025-02-06,Facebook,F002,S73928,Facebook,2,Thursday
U1351,2025-01-09,TikTok,T001,S93793,TikTok,1,Thursday
U1351,2025-01-10,Google Ads,G002,S13748,Google Ads,1,Friday
U1351,2025-01-11,Facebook,F002,S54331,unknown,1,Saturday
U1351,2025-01-12,Facebook,F001,S63865,Facebook,1,Sunday
U1351,2025-01-13,LinkedIn,L001,S76706,LinkedIn,1,Monday
U1352,2025-01-31,TikTok,T001,S20068,TikTok,1,Friday
U1352,2025-02-01,Google Ads,G001,S10287,Google Ads,2,Saturday
