user_id,channel,revenue,total_touches,attribution_credit,spend
U1206,TikTok,,4,,272278
U1207,Google Ads,,4,,116093
U1207,TikTok,,4,,272278
U1207,LinkedIn,,4,,135832
U1207,TikTok,,4,,272278
U1208,LinkedIn,866.0,3,288.6666666666667,135832
U1208,Google Ads,866.0,3,288.6666666666667,116093
U1208,Facebook,866.0,3,288.6666666666667,125894
U1209,Facebook,,5,,125894
U1209,LinkedIn,,5,,271664
U1209,LinkedIn,,5,,271664
U1209,TikTok,,5,,136139
U1209,Google Ads,,5,,123692
U1210,TikTok,,3,,136139
U1210,Google Ads,,3,,239785
U1210,Google Ads,,3,,239785
U1211,TikTok,,3,,136139
U1211,LinkedIn,,3,,135832
U1211,Google Ads,,3,,123692
U1212,TikTok,,5,,272278
U1212,Google Ads,,5,,239785
U1212,TikTok,,5,,272278
U1212,Google Ads,,5,,239785
U1212,Facebook,,5,,125894
U1213,LinkedIn,,4,,135832
U1213,TikTok,,4,,136139
U1213,Google Ads,,4,,123692
U1213,Facebook,,4,,125894
U1214,Google Ads,,5,,239785
U1214,LinkedIn,,5,,271664
U1214,LinkedIn,,5,,271664
U1214,Facebook,,5,,125894
U1214,Google Ads,,5,,239785
U1215,TikTok,,2,,272278
U1215,TikTok,,2,,272278
U1216,Google Ads,,4,,247384
U1216,Google Ads,,4,,247384
U1216,TikTok,,4,,136139
U1216,Facebook,,4,,127759
U1217,Facebook,,5,,379547
U1217,LinkedIn,,5,,135832
U1217,Facebook,,5,,379547
U1217,Facebook,,5,,379547
U1217,TikTok,,5,,136139
U1218,Facebook,,3,,125894
U1218,Google Ads,,3,,116093
U1218,LinkedIn,,3,,135832
U1219,LinkedIn,,2,,135832
U1219,Facebook,,2,,127759
U1220,Google Ads,,3,,239785
U1220,Google Ads,,3,,239785
U1220,Facebook,,3,,125894
U1221,Facebook,,2,,253653
U1221,Facebook,,2,,253653
U1222,LinkedIn,,3,,271664
U1222,Facebook,,3,,125894
U1222,LinkedIn,,3,,271664
U1223,Google Ads,,5,,239785
U1223,TikTok,,5,,136139
U1223,LinkedIn,,5,,135832
U1223,Facebook,,5,,127759
U1223,Google Ads,,5,,239785
U1224,Facebook,884.0,4,221.0,255518
U1224,LinkedIn,884.0,4,221.0,271664
U1224,LinkedIn,884.0,4,221.0,271664
U1224,Facebook,884.0,4,221.0,255518
U1225,Facebook,,3,,127759
U1225,Google Ads,,3,,116093
U1225,TikTok,,3,,136139
U1226,Google Ads,,2,,116093
U1226,TikTok,,2,,136139
U1227,Google Ads,,4,,239785
U1227,Facebook,,4,,251788
U1227,Facebook,,4,,251788
U1227,Google Ads,,4,,239785
U1228,Facebook,470.0,3,156.66666666666666,125894
U1228,Google Ads,470.0,3,156.66666666666666,116093
U1228,LinkedIn,470.0,3,156.66666666666666,135832
U1229,Google Ads,,2,,123692
U1229,LinkedIn,,2,,135832
U1230,Facebook,459.0,3,153.0,127759
U1230,LinkedIn,459.0,3,153.0,135832
U1230,Google Ads,459.0,3,153.0,123692
U1231,Google Ads,152.0,3,50.66666666666666,123692
U1231,LinkedIn,152.0,3,50.66666666666666,135832
U1231,Facebook,152.0,3,50.66666666666666,125894
U1232,Facebook,246.0,4,61.5,127759
U1232,TikTok,246.0,4,61.5,272278
U1232,LinkedIn,246.0,4,61.5,135832
U1232,TikTok,246.0,4,61.5,272278
U1233,Facebook,,3,,125894
U1233,LinkedIn,,3,,271664
U1233,LinkedIn,,3,,271664
U1234,TikTok,,4,,408417
U1234,TikTok,,4,,408417
U1234,Facebook,,4,,125894
U1234,TikTok,,4,,408417
U1235,Facebook,,4,,125894
U1235,TikTok,,4,,136139
U1235,Google Ads,,4,,247384
U1235,Google Ads,,4,,247384
U1236,TikTok,,3,,136139
U1236,LinkedIn,,3,,135832
U1236,Google Ads,,3,,116093
U1237,Facebook,410.0,3,136.66666666666666,125894
U1237,LinkedIn,410.0,3,136.66666666666666,271664
U1237,LinkedIn,410.0,3,136.66666666666666,271664
U1238,TikTok,291.0,4,72.75,272278
U1238,TikTok,291.0,4,72.75,272278
U1238,LinkedIn,291.0,4,72.75,271664
U1238,LinkedIn,291.0,4,72.75,271664
U1239,TikTok,,2,,136139
U1239,Google Ads,,2,,123692
U1240,Google Ads,,2,,123692
U1240,LinkedIn,,2,,135832
U1241,TikTok,,4,,136139
U1241,Facebook,,4,,125894
U1241,LinkedIn,,4,,271664
U1241,LinkedIn,,4,,271664
U1242,Facebook,,2,,127759
U1242,Google Ads,,2,,116093
U1243,TikTok,,4,,272278
U1243,LinkedIn,,4,,271664
U1243,TikTok,,4,,272278
U1243,LinkedIn,,4,,271664
U1244,Google Ads,,3,,123692
U1244,TikTok,,3,,136139
U1244,LinkedIn,,3,,135832
U1245,LinkedIn,,2,,135832
U1245,TikTok,,2,,136139
U1246,TikTok,,3,,272278
U1246,Facebook,,3,,125894
U1246,TikTok,,3,,272278
U1247,Google Ads,,3,,123692
U1247,TikTok,,3,,136139
U1247,Facebook,,3,,127759
U1248,Facebook,,2,,125894
U1248,Google Ads,,2,,123692
U1249,Google Ads,,5,,123692
U1249,Facebook,,5,,253653
U1249,Facebook,,5,,253653
U1249,LinkedIn,,5,,135832
U1249,TikTok,,5,,136139
U1250,LinkedIn,,4,,135832
U1250,Google Ads,,4,,363477
U1250,Google Ads,,4,,363477
U1250,Google Ads,,4,,363477
U1251,TikTok,,3,,136139
U1251,Facebook,,3,,127759
U1251,LinkedIn,,3,,135832
U1252,Facebook,725.0,4,181.25,383277
U1252,Facebook,725.0,4,181.25,383277
U1252,Facebook,725.0,4,181.25,383277
U1252,LinkedIn,725.0,4,181.25,135832
U1253,Facebook,,5,,381412
U1253,Facebook,,5,,381412
U1253,Facebook,,5,,381412
U1253,Google Ads,,5,,123692
U1253,LinkedIn,,5,,135832
U1254,TikTok,964.0,3,321.3333333333333,136139
U1254,Google Ads,964.0,3,321.3333333333333,123692
U1254,Facebook,964.0,3,321.3333333333333,125894
U1255,Google Ads,,5,,363477
U1255,Google Ads,,5,,363477
U1255,Google Ads,,5,,363477
U1255,Facebook,,5,,127759
U1255,TikTok,,5,,136139
U1256,Facebook,498.0,4,124.5,125894
U1256,LinkedIn,498.0,4,124.5,135832
U1256,TikTok,498.0,4,124.5,272278
U1256,TikTok,498.0,4,124.5,272278
U1257,Facebook,,2,,127759
U1257,Google Ads,,2,,116093
U1258,TikTok,,6,,408417
U1258,Facebook,,6,,381412
U1258,TikTok,,6,,408417
U1258,Facebook,,6,,381412
U1258,Facebook,,6,,381412
U1258,TikTok,,6,,408417
U1259,TikTok,,3,,272278
U1259,TikTok,,3,,272278
U1259,Google Ads,,3,,116093
U1260,Google Ads,,3,,247384
U1260,Google Ads,,3,,247384
U1260,Facebook,,3,,127759
U1261,Facebook,,4,,253653
U1261,Google Ads,,4,,116093
U1261,LinkedIn,,4,,135832
U1261,Facebook,,4,,253653
U1262,LinkedIn,,4,,271664
U1262,TikTok,,4,,136139
U1262,LinkedIn,,4,,271664
U1262,Facebook,,4,,127759
U1263,TikTok,,2,,136139
U1263,LinkedIn,,2,,135832
U1264,TikTok,,4,,272278
U1264,TikTok,,4,,272278
U1264,LinkedIn,,4,,271664
U1264,LinkedIn,,4,,271664
U1265,Facebook,,2,,127759
U1265,TikTok,,2,,136139
U1266,LinkedIn,854.0,3,284.6666666666667,271664
U1266,Google Ads,854.0,3,284.6666666666667,116093
U1266,LinkedIn,854.0,3,284.6666666666667,271664
U1267,LinkedIn,63.0,2,31.5,271664
U1267,LinkedIn,63.0,2,31.5,271664
U1268,TikTok,563.0,4,140.75,272278
U1268,TikTok,563.0,4,140.75,272278
U1268,LinkedIn,563.0,4,140.75,135832
U1268,Google Ads,563.0,4,140.75,123692
U1269,Facebook,,3,,251788
U1269,LinkedIn,,3,,135832
U1269,Facebook,,3,,251788
U1270,Facebook,,3,,125894
U1270,TikTok,,3,,136139
U1270,LinkedIn,,3,,135832
U1271,Facebook,,4,,127759
U1271,Google Ads,,4,,371076
U1271,Google Ads,,4,,371076
U1271,Google Ads,,4,,371076
U1272,LinkedIn,,2,,271664
U1272,LinkedIn,,2,,271664
U1273,Facebook,320.0,4,80.0,125894
U1273,Google Ads,320.0,4,80.0,239785
U1273,LinkedIn,320.0,4,80.0,135832
U1273,Google Ads,320.0,4,80.0,239785
U1274,Google Ads,,5,,239785
U1274,TikTok,,5,,136139
U1274,Facebook,,5,,127759
U1274,LinkedIn,,5,,135832
U1274,Google Ads,,5,,239785
U1275,Facebook,,4,,127759
U1275,LinkedIn,,4,,135832
U1275,TikTok,,4,,272278
U1275,TikTok,,4,,272278
U1276,TikTok,,5,,136139
U1276,Google Ads,,5,,123692
U1276,Facebook,,5,,125894
U1276,LinkedIn,,5,,271664
U1276,LinkedIn,,5,,271664
U1277,LinkedIn,,5,,135832
U1277,TikTok,,5,,136139
U1277,Facebook,,5,,251788
U1277,Google Ads,,5,,116093
U1277,Facebook,,5,,251788
U1278,TikTok,481.0,2,240.5,272278
U1278,TikTok,481.0,2,240.5,272278
U1279,TikTok,,3,,272278
U1279,TikTok,,3,,272278
U1279,Google Ads,,3,,123692
U1280,Google Ads,,4,,239785
U1280,Google Ads,,4,,239785
U1280,TikTok,,4,,136139
U1280,Facebook,,4,,127759
U1281,Google Ads,,2,,116093
U1281,TikTok,,2,,136139
U1282,Facebook,855.0,2,427.5,255518
U1282,Facebook,855.0,2,427.5,255518
U1283,Google Ads,497.0,3,165.66666666666666,116093
U1283,Facebook,497.0,3,165.66666666666666,125894
U1283,TikTok,497.0,3,165.66666666666666,136139
U1284,TikTok,,2,,136139
U1284,Google Ads,,2,,116093
U1285,TikTok,,4,,408417
U1285,TikTok,,4,,408417
U1285,TikTok,,4,,408417
U1285,Google Ads,,4,,116093
U1286,TikTok,,2,,136139
U1286,Facebook,,2,,125894
U1287,LinkedIn,,5,,271664
U1287,Facebook,,5,,127759
U1287,Google Ads,,5,,123692
U1287,LinkedIn,,5,,271664
U1287,TikTok,,5,,136139
U1288,LinkedIn,,2,,135832
U1288,Google Ads,,2,,116093
U1289,LinkedIn,,2,,135832
U1289,Google Ads,,2,,116093
U1290,TikTok,464.0,5,92.8,272278
U1290,LinkedIn,464.0,5,92.8,271664
U1290,LinkedIn,464.0,5,92.8,271664
U1290,Google Ads,464.0,5,92.8,116093
U1290,TikTok,464.0,5,92.8,272278
U1291,Facebook,974.0,4,243.5,127759
U1291,TikTok,974.0,4,243.5,408417
U1291,TikTok,974.0,4,243.5,408417
U1291,TikTok,974.0,4,243.5,408417
U1292,TikTok,,4,,136139
U1292,Facebook,,4,,253653
U1292,LinkedIn,,4,,135832
U1292,Facebook,,4,,253653
U1293,Google Ads,,5,,123692
U1293,LinkedIn,,5,,271664
U1293,Facebook,,5,,127759
U1293,LinkedIn,,5,,271664
U1293,TikTok,,5,,136139
U1294,Google Ads,,3,,116093
U1294,Facebook,,3,,127759
U1294,LinkedIn,,3,,135832
U1295,Facebook,,3,,255518
U1295,Facebook,,3,,255518
U1295,Google Ads,,3,,123692
U1296,TikTok,,3,,272278
U1296,TikTok,,3,,272278
U1296,Facebook,,3,,125894
U1297,Facebook,,5,,251788
U1297,LinkedIn,,5,,271664
U1297,Google Ads,,5,,116093
U1297,LinkedIn,,5,,271664
U1297,Facebook,,5,,251788
U1298,LinkedIn,625.0,5,125.0,135832
U1298,TikTok,625.0,5,125.0,272278
U1298,TikTok,625.0,5,125.0,272278
U1298,Facebook,625.0,5,125.0,255518
U1298,Facebook,625.0,5,125.0,255518
U1299,Facebook,,5,,253653
U1299,LinkedIn,,5,,271664
U1299,Facebook,,5,,253653
U1299,TikTok,,5,,136139
U1299,LinkedIn,,5,,271664
U1300,TikTok,,2,,272278
U1300,TikTok,,2,,272278
U1301,Facebook,107.0,5,21.4,253653
U1301,LinkedIn,107.0,5,21.4,407496
U1301,LinkedIn,107.0,5,21.4,407496
U1301,LinkedIn,107.0,5,21.4,407496
U1301,Facebook,107.0,5,21.4,253653
U1302,LinkedIn,,5,,271664
U1302,Facebook,,5,,251788
U1302,LinkedIn,,5,,271664
U1302,Facebook,,5,,251788
U1302,TikTok,,5,,136139
U1303,LinkedIn,,5,,271664
U1303,LinkedIn,,5,,271664
U1303,TikTok,,5,,272278
U1303,Facebook,,5,,125894
U1303,TikTok,,5,,272278
U1304,LinkedIn,632.0,5,126.4,407496
U1304,LinkedIn,632.0,5,126.4,407496
U1304,LinkedIn,632.0,5,126.4,407496
U1304,Google Ads,632.0,5,126.4,239785
U1304,Google Ads,632.0,5,126.4,239785
U1305,Google Ads,,4,,239785
U1305,Facebook,,4,,127759
U1305,Google Ads,,4,,239785
U1305,LinkedIn,,4,,135832
U1306,TikTok,,3,,272278
U1306,Facebook,,3,,127759
U1306,TikTok,,3,,272278
U1307,Facebook,,2,,127759
U1307,TikTok,,2,,136139
U1308,Facebook,,4,,127759
U1308,LinkedIn,,4,,135832
U1308,TikTok,,4,,272278
U1308,TikTok,,4,,272278
U1309,TikTok,204.0,3,68.0,136139
U1309,Facebook,204.0,3,68.0,127759
U1309,Google Ads,204.0,3,68.0,123692
U1310,Facebook,95.0,2,47.5,127759
U1310,LinkedIn,95.0,2,47.5,135832
U1311,LinkedIn,,2,,135832
U1311,Google Ads,,2,,123692
U1312,LinkedIn,,3,,271664
U1312,TikTok,,3,,136139
U1312,LinkedIn,,3,,271664
U1313,Facebook,192.0,4,48.0,251788
U1313,Facebook,192.0,4,48.0,251788
U1313,LinkedIn,192.0,4,48.0,271664
U1313,LinkedIn,192.0,4,48.0,271664
U1314,TikTok,,3,,272278
U1314,TikTok,,3,,272278
U1314,Facebook,,3,,125894
U1315,Facebook,,2,,125894
U1315,LinkedIn,,2,,135832
U1316,Google Ads,96.0,3,32.0,355878
U1316,Google Ads,96.0,3,32.0,355878
U1316,Google Ads,96.0,3,32.0,355878
U1317,LinkedIn,,4,,271664
U1317,TikTok,,4,,272278
U1317,LinkedIn,,4,,271664
U1317,TikTok,,4,,272278
U1318,TikTok,,3,,272278
U1318,TikTok,,3,,272278
U1318,Facebook,,3,,127759
U1319,Google Ads,,5,,239785
U1319,Google Ads,,5,,239785
U1319,TikTok,,5,,408417
U1319,TikTok,,5,,408417
U1319,TikTok,,5,,408417
U1320,Google Ads,,4,,239785
U1320,Facebook,,4,,127759
U1320,Google Ads,,4,,239785
U1320,LinkedIn,,4,,135832
U1321,TikTok,232.0,3,77.33333333333333,272278
U1321,TikTok,232.0,3,77.33333333333333,272278
U1321,Facebook,232.0,3,77.33333333333333,125894
U1322,LinkedIn,337.0,3,112.33333333333331,135832
U1322,TikTok,337.0,3,112.33333333333331,136139
U1322,Facebook,337.0,3,112.33333333333331,125894
U1323,Google Ads,,2,,116093
U1323,Facebook,,2,,127759
U1324,TikTok,94.0,2,47.0,136139
U1324,Facebook,94.0,2,47.0,125894
U1325,LinkedIn,,4,,135832
U1325,Facebook,,4,,127759
U1325,TikTok,,4,,272278
U1325,TikTok,,4,,272278
U1326,TikTok,163.0,4,40.75,136139
U1326,Google Ads,163.0,4,40.75,239785
U1326,Google Ads,163.0,4,40.75,239785
U1326,LinkedIn,163.0,4,40.75,135832
U1327,LinkedIn,,5,,135832
U1327,TikTok,,5,,136139
U1327,Google Ads,,5,,232186
U1327,Google Ads,,5,,232186
U1327,Facebook,,5,,125894
U1328,LinkedIn,,2,,135832
U1328,TikTok,,2,,136139
U1329,Google Ads,,3,,232186
U1329,LinkedIn,,3,,135832
U1329,Google Ads,,3,,232186
U1330,TikTok,,2,,136139
U1330,Google Ads,,2,,116093
U1331,LinkedIn,,2,,135832
U1331,TikTok,,2,,136139
U1332,Google Ads,,2,,116093
U1332,Facebook,,2,,125894
U1333,Facebook,,2,,253653
U1333,Facebook,,2,,253653
U1334,Google Ads,,3,,116093
U1334,TikTok,,3,,136139
U1334,LinkedIn,,3,,135832
U1335,Google Ads,,5,,232186
U1335,LinkedIn,,5,,271664
U1335,TikTok,,5,,136139
U1335,Google Ads,,5,,232186
U1335,LinkedIn,,5,,271664
U1336,Google Ads,,3,,123692
U1336,TikTok,,3,,272278
U1336,TikTok,,3,,272278
U1337,TikTok,,2,,136139
U1337,LinkedIn,,2,,135832
U1338,LinkedIn,,4,,271664
U1338,Facebook,,4,,255518
U1338,LinkedIn,,4,,271664
U1338,Facebook,,4,,255518
U1339,TikTok,,2,,136139
U1339,Google Ads,,2,,116093
U1340,Google Ads,,5,,239785
U1340,LinkedIn,,5,,271664
U1340,Google Ads,,5,,239785
U1340,TikTok,,5,,136139
U1340,LinkedIn,,5,,271664
U1341,Google Ads,,4,,239785
U1341,Facebook,,4,,127759
U1341,Google Ads,,4,,239785
U1341,LinkedIn,,4,,135832
U1342,TikTok,,4,,136139
U1342,Google Ads,,4,,116093
U1342,Facebook,,4,,125894
U1342,LinkedIn,,4,,135832
U1343,TikTok,539.0,3,179.66666666666666,272278
U1343,TikTok,539.0,3,179.66666666666666,272278
U1343,Facebook,539.0,3,179.66666666666666,127759
U1344,Google Ads,,3,,123692
U1344,LinkedIn,,3,,135832
U1344,Facebook,,3,,125894
U1345,Facebook,,5,,381412
U1345,Facebook,,5,,381412
U1345,LinkedIn,,5,,271664
U1345,Facebook,,5,,381412
U1345,LinkedIn,,5,,271664
U1346,TikTok,,3,,136139
U1346,Facebook,,3,,127759
U1346,LinkedIn,,3,,135832
U1347,LinkedIn,,4,,135832
U1347,Google Ads,,4,,239785
U1347,Google Ads,,4,,239785
U1347,TikTok,,4,,136139
U1348,TikTok,139.0,5,27.8,272278
U1348,Facebook,139.0,5,27.8,127759
U1348,Google Ads,139.0,5,27.8,239785
U1348,TikTok,139.0,5,27.8,272278
U1348,Google Ads,139.0,5,27.8,239785
U1349,TikTok,,4,,272278
U1349,Facebook,,4,,253653
U1349,TikTok,,4,,272278
U1349,Facebook,,4,,253653
U1350,Google Ads,,4,,232186
U1350,TikTok,,4,,136139
U1350,Google Ads,,4,,232186
U1350,Facebook,,4,,127759
U1351,TikTok,846.0,5,169.2,136139
U1351,Google Ads,846.0,5,169.2,123692
U1351,Facebook,846.0,5,169.2,253653
U1351,Facebook,846.0,5,169.2,253653
U1351,LinkedIn,846.0,5,169.2,135832
U1352,TikTok,525.0,3,175.0,136139
U1352,Google Ads,525.0,3,175.0,116093
U1352,Facebook,525.0,3,175.0,125894
U1353,Facebook,330.0,5,66.0,253653
U1353,TikTok,330.0,5,66.0,136139
U1353,Google Ads,330.0,5,66.0,123692
U1353,Facebook,330.0,5,66.0,253653
U1353,LinkedIn,330.0,5,66.0,135832
U1354,Facebook,,4,,125894
U1354,TikTok,,4,,272278
U1354,TikTok,,4,,272278
U1354,Google Ads,,4,,116093
U1355,Facebook,235.0,4,58.75,253653
U1355,Facebook,235.0,4,58.75,253653
U1355,Google Ads,235.0,4,58.75,247384
U1355,Google Ads,235.0,4,58.75,247384
U1356,Google Ads,,3,,123692
U1356,LinkedIn,,3,,135832
U1356,TikTok,,3,,136139
U1357,Facebook,,2,,125894
U1357,TikTok,,2,,136139
U1358,TikTok,,2,,136139
U1358,LinkedIn,,2,,135832
U1359,Google Ads,,3,,239785
U1359,TikTok,,3,,136139
U1359,Google Ads,,3,,239785
U1360,Facebook,,3,,381412
U1360,Facebook,,3,,381412
U1360,Facebook,,3,,381412
U1361,Google Ads,848.0,2,424.0,123692
U1361,LinkedIn,848.0,2,424.0,135832
U1362,LinkedIn,972.0,4,243.0,271664
U1362,TikTok,972.0,4,243.0,136139
U1362,LinkedIn,972.0,4,243.0,271664
U1362,Google Ads,972.0,4,243.0,116093
U1363,TikTok,211.0,4,52.75,136139
U1363,Facebook,211.0,4,52.75,125894
U1363,LinkedIn,211.0,4,52.75,271664
U1363,LinkedIn,211.0,4,52.75,271664
U1364,LinkedIn,,2,,135832
U1364,Facebook,,2,,125894
U1365,Google Ads,,5,,355878
U1365,Google Ads,,5,,355878
U1365,Google Ads,,5,,355878
U1365,LinkedIn,,5,,271664
U1365,LinkedIn,,5,,271664
U1366,TikTok,,4,,136139
U1366,Facebook,,4,,127759
U1366,LinkedIn,,4,,135832
U1366,Google Ads,,4,,116093
U1367,TikTok,,5,,544556
U1367,TikTok,,5,,544556
U1367,TikTok,,5,,544556
U1367,TikTok,,5,,544556
U1367,Facebook,,5,,125894
U1368,Google Ads,,4,,123692
U1368,TikTok,,4,,272278
U1368,LinkedIn,,4,,135832
U1368,TikTok,,4,,272278
U1369,LinkedIn,,4,,407496
U1369,TikTok,,4,,136139
U1369,LinkedIn,,4,,407496
U1369,LinkedIn,,4,,407496
U1370,LinkedIn,,3,,135832
U1370,Facebook,,3,,127759
U1370,Google Ads,,3,,116093
U1371,TikTok,,5,,272278
U1371,Google Ads,,5,,239785
U1371,Facebook,,5,,127759
U1371,Google Ads,,5,,239785
U1371,TikTok,,5,,272278
U1372,Google Ads,198.0,2,99.0,123692
U1372,TikTok,198.0,2,99.0,136139
U1373,Google Ads,,4,,239785
U1373,TikTok,,4,,136139
U1373,Facebook,,4,,125894
U1373,Google Ads,,4,,239785
U1374,LinkedIn,,3,,135832
U1374,Google Ads,,3,,232186
U1374,Google Ads,,3,,232186
U1375,TikTok,507.0,5,101.4,136139
U1375,LinkedIn,507.0,5,101.4,271664
U1375,Google Ads,507.0,5,101.4,116093
U1375,LinkedIn,507.0,5,101.4,271664
U1375,Facebook,507.0,5,101.4,125894
U1376,Facebook,,2,,255518
U1376,Facebook,,2,,255518
U1377,Google Ads,,3,,116093
U1377,LinkedIn,,3,,271664
U1377,LinkedIn,,3,,271664
U1378,TikTok,,3,,136139
U1378,LinkedIn,,3,,135832
U1378,Google Ads,,3,,116093
U1379,LinkedIn,,3,,135832
U1379,Facebook,,3,,253653
U1379,Facebook,,3,,253653
U1380,Google Ads,,4,,239785
U1380,LinkedIn,,4,,135832
U1380,Facebook,,4,,127759
U1380,Google Ads,,4,,239785
U1381,Facebook,,3,,125894
U1381,LinkedIn,,3,,135832
U1381,Google Ads,,3,,123692
U1382,Google Ads,885.0,4,221.25,239785
U1382,Google Ads,885.0,4,221.25,239785
U1382,LinkedIn,885.0,4,221.25,135832
U1382,Facebook,885.0,4,221.25,125894
U1383,TikTok,612.0,4,153.0,272278
U1383,Google Ads,612.0,4,153.0,123692
U1383,TikTok,612.0,4,153.0,272278
U1383,LinkedIn,612.0,4,153.0,135832
U1384,LinkedIn,,4,,135832
U1384,TikTok,,4,,136139
U1384,Google Ads,,4,,232186
U1384,Google Ads,,4,,232186
U1385,Facebook,,5,,381412
U1385,LinkedIn,,5,,135832
U1385,Facebook,,5,,381412
U1385,Facebook,,5,,381412
U1385,Google Ads,,5,,116093
U1386,TikTok,,4,,272278
U1386,TikTok,,4,,272278
U1386,LinkedIn,,4,,135832
U1386,Facebook,,4,,125894
U1387,Facebook,784.0,4,196.0,127759
U1387,Google Ads,784.0,4,196.0,232186
U1387,LinkedIn,784.0,4,196.0,135832
U1387,Google Ads,784.0,4,196.0,232186
U1388,Google Ads,,3,,123692
U1388,Facebook,,3,,253653
U1388,Facebook,,3,,253653
U1389,LinkedIn,,5,,135832
U1389,TikTok,,5,,408417
U1389,Google Ads,,5,,123692
U1389,TikTok,,5,,408417
U1389,TikTok,,5,,408417
U1390,LinkedIn,872.0,5,174.4,543328
U1390,Google Ads,872.0,5,174.4,116093
U1390,LinkedIn,872.0,5,174.4,543328
U1390,LinkedIn,872.0,5,174.4,543328
U1390,LinkedIn,872.0,5,174.4,543328
U1391,LinkedIn,947.0,3,315.6666666666667,135832
U1391,Google Ads,947.0,3,315.6666666666667,123692
U1391,TikTok,947.0,3,315.6666666666667,136139
U1392,LinkedIn,,4,,271664
U1392,Facebook,,4,,125894
U1392,TikTok,,4,,136139
U1392,LinkedIn,,4,,271664
U1393,Google Ads,61.0,2,30.5,123692
U1393,TikTok,61.0,2,30.5,136139
U1394,Facebook,568.0,4,142.0,127759
U1394,Google Ads,568.0,4,142.0,123692
U1394,LinkedIn,568.0,4,142.0,135832
U1394,TikTok,568.0,4,142.0,136139
U1395,LinkedIn,628.0,3,209.3333333333333,407496
U1395,LinkedIn,628.0,3,209.3333333333333,407496
U1395,LinkedIn,628.0,3,209.3333333333333,407496
U1396,LinkedIn,751.0,2,375.5,135832
U1396,TikTok,751.0,2,375.5,136139
U1397,Facebook,,5,,253653
U1397,LinkedIn,,5,,135832
U1397,Google Ads,,5,,232186
U1397,Facebook,,5,,253653
U1397,Google Ads,,5,,232186
U1398,TikTok,,2,,136139
U1398,Facebook,,2,,127759
U1399,Facebook,533.0,2,266.5,125894
U1399,TikTok,533.0,2,266.5,136139
U1400,LinkedIn,692.0,2,346.0,135832
U1400,Google Ads,692.0,2,346.0,123692
U1401,Google Ads,,2,,247384
U1401,Google Ads,,2,,247384
U1402,TikTok,288.0,4,72.0,272278
U1402,Google Ads,288.0,4,72.0,239785
U1402,TikTok,288.0,4,72.0,272278
U1402,Google Ads,288.0,4,72.0,239785
U1403,LinkedIn,762.0,3,254.0,135832
U1403,Facebook,762.0,3,254.0,127759
U1403,TikTok,762.0,3,254.0,136139
U1404,TikTok,,4,,136139
U1404,Facebook,,4,,127759
U1404,LinkedIn,,4,,271664
U1404,LinkedIn,,4,,271664
U1405,Google Ads,,3,,116093
U1405,Facebook,,3,,125894
U1405,TikTok,,3,,136139
U1406,LinkedIn,,2,,135832
U1406,Google Ads,,2,,123692
U1407,TikTok,577.0,3,192.3333333333333,272278
U1407,TikTok,577.0,3,192.3333333333333,272278
U1407,LinkedIn,577.0,3,192.3333333333333,135832
U1408,Google Ads,,3,,239785
U1408,Facebook,,3,,127759
U1408,Google Ads,,3,,239785
U1409,LinkedIn,,5,,407496
U1409,LinkedIn,,5,,407496
U1409,Google Ads,,5,,116093
U1409,LinkedIn,,5,,407496
U1409,TikTok,,5,,136139
U1410,Google Ads,,5,,355878
U1410,Google Ads,,5,,355878
U1410,Google Ads,,5,,355878
U1410,TikTok,,5,,272278
U1410,TikTok,,5,,272278
U1411,LinkedIn,,3,,271664
U1411,LinkedIn,,3,,271664
U1411,Google Ads,,3,,123692
U1412,Facebook,,3,,125894
U1412,TikTok,,3,,136139
U1412,LinkedIn,,3,,135832
U1413,Facebook,829.0,3,276.3333333333333,125894
U1413,TikTok,829.0,3,276.3333333333333,272278
U1413,TikTok,829.0,3,276.3333333333333,272278
U1414,LinkedIn,,5,,271664
U1414,LinkedIn,,5,,271664
U1414,TikTok,,5,,272278
U1414,Facebook,,5,,125894
U1414,TikTok,,5,,272278
U1415,LinkedIn,,4,,135832
U1415,Google Ads,,4,,363477
U1415,Google Ads,,4,,363477
U1415,Google Ads,,4,,363477
U1416,LinkedIn,,4,,135832
U1416,Google Ads,,4,,116093
U1416,TikTok,,4,,136139
U1416,Facebook,,4,,127759
U1417,LinkedIn,,4,,271664
U1417,TikTok,,4,,272278
U1417,LinkedIn,,4,,271664
U1417,TikTok,,4,,272278
U1418,Google Ads,,5,,239785
U1418,Facebook,,5,,251788
U1418,Facebook,,5,,251788
U1418,Google Ads,,5,,239785
U1418,LinkedIn,,5,,135832
U1419,Facebook,,3,,253653
U1419,Google Ads,,3,,123692
U1419,Facebook,,3,,253653
U1420,Facebook,84.0,2,42.0,253653
U1420,Facebook,84.0,2,42.0,253653
U1421,Google Ads,,2,,239785
U1421,Google Ads,,2,,239785
U1422,Google Ads,717.0,2,358.5,116093
U1422,Facebook,717.0,2,358.5,127759
U1423,LinkedIn,,3,,271664
U1423,TikTok,,3,,136139
U1423,LinkedIn,,3,,271664
U1424,TikTok,72.0,5,14.4,272278
U1424,Facebook,72.0,5,14.4,253653
U1424,TikTok,72.0,5,14.4,272278
U1424,Facebook,72.0,5,14.4,253653
U1424,LinkedIn,72.0,5,14.4,135832
U1425,Facebook,,2,,253653
